order_id,consumer_first_class,consumer_same_day,consumer_second_class,consumer_standard_class,consumer_total,corporate_first_class,corporate_same_day,corporate_second_class,corporate_standard_class,corporate_total,home_office_first_class,home_office_same_day,home_office_second_class,home_office_standard_class,home_office_total
CA-2013-118073,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-118178,0,0,0,0,0,0,0,0,0,31.086,0,0,0,0,0
CA-2013-118514,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-118626,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-118934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-119074,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-119515,0,0,0,0,15.552,0,0,0,0,0,0,0,0,0,0
CA-2013-119823,0,0,0,0,75.88,0,0,0,0,0,0,0,0,0,0
CA-2013-120873,0,0,0,0,290.98,0,0,0,0,0,0,0,0,0,0
CA-2013-121020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-121958,0,0,0,52.136,52.136,0,0,0,0,0,0,0,0,0,0
CA-2013-122518,0,0,0,0,0,0,0,0,0,10.08,0,0,0,0,0
CA-2013-123176,0,0,0,0,31.83,0,0,0,0,0,0,0,0,0,0
CA-2013-123414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-123533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-123617,0,0,0,0,0,0,0,0,0,7.434,0,0,0,0,0
CA-2013-123946,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-124254,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-124772,0,0,0,0,191.82,0,0,0,0,0,0,0,0,0,0
CA-2013-125017,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-125843,0,0,0,0,125.92,0,0,0,0,0,0,0,0,0,0
CA-2013-127208,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-127698,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-127985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-130001,0,0,0,0,0,0,0,0,0,36.24,0,0,0,0,0
CA-2013-130442,0,0,0,0,34.944,0,0,0,0,0,0,0,0,0,0
CA-2013-130820,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-131065,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-131205,0,0,0,69.48,291.74,0,0,0,0,0,0,0,0,0,0
CA-2013-131968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-132549,0,0,0,69.48,73.36,0,0,0,0,0,0,0,0,0,0
CA-2013-133123,0,0,0,69.48,99.156,0,0,0,0,0,0,0,0,0,0
CA-2013-133368,0,0,0,69.48,405.344,0,0,0,0,0,0,0,0,0,0
CA-2013-133711,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-133872,0,0,0,0,58.4,0,0,0,0,0,0,0,0,0,0
CA-2013-134208,0,0,0,69.48,396,0,0,0,0,0,0,0,0,0,0
CA-2013-134474,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-134516,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-134789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-135636,0,0,0,69.48,387.72,0,0,0,0,0,0,0,0,0,0
CA-2013-136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-136231,0,0,0,0,228.586,0,0,0,0,0,0,0,0,0,0
CA-2013-136322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-136483,0,0,0,4.704,4.704,0,0,0,0,0,0,0,0,0,0
CA-2013-137043,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-137736,0,0,0,41.86,41.86,0,0,0,0,0,0,0,0,0,0
CA-2013-138695,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-139269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-139381,0,0,0,69.48,233.48,0,0,0,0,0,0,0,0,0,0
CA-2013-139689,0,0,0,0,0,0,0,0,0,40.896,0,0,0,0,0
CA-2013-140543,0,0,0,0,191.88,0,0,0,0,0,0,0,0,0,0
CA-2013-140571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-140641,0,0,0,38.19,38.19,0,0,0,0,0,0,0,0,0,0
CA-2013-140928,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-140977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-141180,0,0,0,0,7.764,0,0,0,0,0,0,0,0,0,0
CA-2013-142097,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-142370,0,0,0,69.48,254.99,0,0,0,0,0,0,0,0,0,0
CA-2013-142895,0,0,0,69.48,370.184,0,0,0,0,0,0,0,0,0,0
CA-2013-143308,0,0,0,0,10.74,0,0,0,0,0,0,0,0,0,0
CA-2013-143805,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-144344,0,0,0,0,314.393,0,0,0,0,0,0,0,0,0,0
CA-2013-145247,0,0,0,0,79.14,0,0,0,0,0,0,0,0,0,0
CA-2013-145499,0,0,0,0,3.282,0,0,0,0,0,0,0,0,0,0
CA-2013-145709,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-145905,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-146143,0,0,0,69.48,133.38,0,0,0,0,0,0,0,0,0,0
CA-2013-146150,0,0,0,69.48,264.18,0,0,0,0,0,0,0,0,0,0
CA-2013-146171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-147368,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-148684,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-149111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-149454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-149783,0,0,0,0,131.104,0,0,0,0,0,0,0,0,0,0
CA-2013-149979,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-150000,0,0,0,17.92,17.92,0,0,0,0,0,0,0,0,0,0
CA-2013-151155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-152156,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-152163,0,0,0,0,85.5,0,0,0,0,0,0,0,0,0,0
CA-2013-152471,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-153318,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-154060,0,0,0,69.48,187.056,0,0,0,0,0,0,0,0,0,0
CA-2013-154403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-154690,0,0,0,0,225.296,0,0,0,0,0,0,0,0,0,0
CA-2013-155138,0,0,0,69.48,99.872,0,0,0,0,0,0,0,0,0,0
CA-2013-155439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-155670,0,0,0,0,21.504,0,0,0,0,0,0,0,0,0,0
CA-2013-156503,0,0,0,69.48,305.248,0,0,0,0,0,0,0,0,0,0
CA-2013-156573,0,0,0,60.485,60.485,0,0,0,0,0,0,0,0,0,0
CA-2013-157161,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-157245,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-157280,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-157364,0,0,0,0,18.48,0,0,0,0,0,0,0,0,0,0
CA-2013-157588,0,0,0,69.48,88.15,0,0,0,0,0,0,0,0,0,0
CA-2013-157763,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-158841,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-159142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-159212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-159653,0,0,0,0,14.73,0,0,0,0,0,0,0,0,0,0
CA-2013-159765,0,0,0,0,27.86,0,0,0,0,0,0,0,0,0,0
CA-2013-159891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-159989,0,0,0,40.68,40.68,0,0,0,0,0,0,0,0,0,0
CA-2013-160234,0,0,0,69.48,135.95,0,0,0,0,0,0,0,0,0,0
CA-2013-160486,0,0,0,69.48,72.224,0,0,0,0,0,0,0,0,0,0
CA-2013-160598,0,0,0,0,0,0,0,0,0,31.008,0,0,0,0,0
CA-2013-162159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-162236,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-162355,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-162747,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-162901,0,0,0,0,0,0,0,0,0,31.4,0,0,0,0,0
CA-2013-163167,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-163174,0,0,0,69.48,186.54,0,0,0,0,0,0,0,0,0,0
CA-2013-163776,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-164350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-164574,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-164735,0,0,0,0,81.2,0,0,0,0,0,0,0,0,0,0
CA-2013-164784,0,0,0,0,377.346,0,0,0,0,0,0,0,0,0,0
CA-2013-165316,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-165470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-165827,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-166282,0,0,0,69.48,158.256,0,0,0,0,0,0,0,0,0,0
CA-2013-166380,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2013-166485,0,0,0,16.496,16.496,0,0,0,0,0,0,0,0,0,0
CA-2013-168536,0,0,0,66.3,66.3,0,0,0,0,0,0,0,0,0,0
CA-2013-168753,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-168893,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-169026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2013-169103,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2013-169334,0,0,0,0,111.672,0,0,0,0,0,0,0,0,0,0
CA-2014-100412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-100426,0,0,0,12.48,12.48,0,0,0,0,0,0,0,0,0,0
CA-2014-100622,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-100902,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-101042,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-101210,0,0,0,0,13.152,0,0,0,0,0,0,0,0,0,0
CA-2014-101273,0,0,0,0,14.336,0,0,0,0,0,0,0,0,0,0
CA-2014-101483,0,0,0,0,61.216,0,0,0,0,0,0,0,0,0,0
CA-2014-102204,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-102309,0,0,0,0,212.91,0,0,0,0,0,0,0,0,0,0
CA-2014-102554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-102610,0,0,0,69.48,248.396,0,0,0,0,0,0,0,0,0,0
CA-2014-102736,0,0,0,69.48,177.08,0,0,0,0,0,0,0,0,0,0
CA-2014-103009,0,0,0,0,0,0,0,0,0,26.4,0,0,0,0,0
CA-2014-103065,0,0,0,0,59.824,0,0,0,0,0,0,0,0,0,0
CA-2014-103212,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-103499,0,0,0,69.48,209.568,0,0,0,0,0,0,0,0,0,0
CA-2014-104318,0,0,0,0,0,0,0,0,0,20.768,0,0,0,0,0
CA-2014-104731,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-104864,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-105620,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0
CA-2014-106537,0,0,0,20.736,20.736,0,0,0,0,0,0,0,0,0,0
CA-2014-107167,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-107209,0,0,0,0,194.848,0,0,0,0,0,0,0,0,0,0
CA-2014-107461,0,0,0,0,23.88,0,0,0,0,0,0,0,0,0,0
CA-2014-108035,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-108112,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-108287,0,0,0,0,12.672,0,0,0,0,0,0,0,0,0,0
CA-2014-108322,0,0,0,0,0,0,0,0,0,26.056,0,0,0,0,0
CA-2014-109183,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-109589,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
CA-2014-110198,0,0,0,0,318.96,0,0,0,0,0,0,0,0,0,0
CA-2014-110212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-110310,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-110926,0,0,0,25.06,25.06,0,0,0,0,0,0,0,0,0,0
CA-2014-112774,0,0,0,0,34.504,0,0,0,0,0,0,0,0,0,0
CA-2014-113481,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-113558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-113705,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-114055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-114412,0,0,0,15.552,15.552,0,0,0,0,0,0,0,0,0,0
CA-2014-114636,0,0,0,69.48,192.16,0,0,0,0,0,0,0,0,0,0
CA-2014-115070,0,0,0,0,0,0,0,0,0,16.739,0,0,0,0,0
CA-2014-115448,0,0,0,0,88.92,0,0,0,0,0,0,0,0,0,0
CA-2014-115882,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-116113,0,0,0,0,0,0,0,0,0,10.16,0,0,0,0,0
CA-2014-116855,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-116939,0,0,0,69.48,177.55,0,0,0,0,0,0,0,0,0,0
CA-2014-117079,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-117198,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-117695,0,0,0,0,0,0,0,0,0,13.76,0,0,0,0,0
CA-2014-118402,0,0,0,69.48,243.92,0,0,0,0,0,0,0,0,0,0
CA-2014-119004,0,0,0,69.48,105.408,0,0,0,0,0,0,0,0,0,0
CA-2014-119284,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-119305,0,0,0,69.48,173.8,0,0,0,0,0,0,0,0,0,0
CA-2014-119669,0,0,0,5.67,5.67,0,0,0,0,0,0,0,0,0,0
CA-2014-120705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-120894,0,0,0,28.08,28.08,0,0,0,0,0,0,0,0,0,0
CA-2014-121314,0,0,0,0,251.64,0,0,0,0,0,0,0,0,0,0
CA-2014-121419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-121804,0,0,0,69.48,72.8,0,0,0,0,0,0,0,0,0,0
CA-2014-121818,0,0,0,0,52.696,0,0,0,0,0,0,0,0,0,0
CA-2014-122056,0,0,0,69.48,181.86,0,0,0,0,0,0,0,0,0,0
CA-2014-122154,0,0,0,0,284.19,0,0,0,0,0,0,0,0,0,0
CA-2014-122693,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-122707,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-122987,0,0,0,0,80.564,0,0,0,0,0,0,0,0,0,0
CA-2014-122994,0,0,0,0,359.97,0,0,0,0,0,0,0,0,0,0
CA-2014-123239,0,0,0,0,91.032,0,0,0,0,0,0,0,0,0,0
CA-2014-123351,0,0,0,69.48,80.48,0,0,0,0,0,0,0,0,0,0
CA-2014-123687,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-124296,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-124597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-124765,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-124828,0,0,0,0,0,0,0,0,0,9.552,0,0,0,0,0
CA-2014-124898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-125472,0,0,0,0,253.86,0,0,0,0,0,0,0,0,0,0
CA-2014-125745,0,0,0,0,0,0,0,0,0,19.52,0,0,0,0,0
CA-2014-125752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-126046,0,0,0,0,0,0,0,0,0,12.39,0,0,0,0,0
CA-2014-126354,0,0,0,69.48,119.178,0,0,0,0,0,0,0,0,0,0
CA-2014-126382,0,0,0,0,0,0,0,0,0,35.168,0,0,0,0,0
CA-2014-126774,0,0,0,0,4.89,0,0,0,0,0,0,0,0,0,0
CA-2014-126914,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-127306,0,0,0,69.48,175.086,0,0,0,0,0,0,0,0,0,0
CA-2014-127516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-127726,0,0,0,0,209.88,0,0,0,0,0,0,0,0,0,0
CA-2014-127803,0,0,0,0,0,0,0,0,0,26.16,0,0,0,0,0
CA-2014-128300,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-128363,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-128475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-128629,0,0,0,0,18.84,0,0,0,0,0,0,0,0,0,0
CA-2014-128699,0,0,0,0,47.992,0,0,0,0,0,0,0,0,0,0
CA-2014-128755,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-128769,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-129021,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-129028,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-129462,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-129490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-129910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-130309,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-130834,0,0,0,0,16.272,0,0,0,0,0,0,0,0,0,0
CA-2014-130904,0,0,0,22.744,22.744,0,0,0,0,0,0,0,0,0,0
CA-2014-132185,0,0,0,52.344,52.344,0,0,0,0,0,0,0,0,0,0
CA-2014-132213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-133095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-133235,0,0,0,0,271.96,0,0,0,0,0,0,0,0,0,0
CA-2014-133263,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-133501,0,0,0,5.184,5.184,0,0,0,0,0,0,0,0,0,0
CA-2014-133641,0,0,0,48.69,48.69,0,0,0,0,0,0,0,0,0,0
CA-2014-133928,0,0,0,4.572,4.572,0,0,0,0,0,0,0,0,0,0
CA-2014-134096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-134495,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-134649,0,0,0,0,0,0,0,0,0,22.63,0,0,0,0,0
CA-2014-134810,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-135587,0,0,0,69.48,372.64,0,0,0,0,0,0,0,0,0,0
CA-2014-136826,0,0,0,0,0,0,0,0,0,14.016,0,0,0,0,0
CA-2014-137631,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-138779,0,0,0,0,29.664,0,0,0,0,0,0,0,0,0,0
CA-2014-138975,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-139353,0,0,0,0,273.088,0,0,0,0,0,0,0,0,0,0
CA-2014-139493,0,0,0,15.92,15.92,0,0,0,0,0,0,0,0,0,0
CA-2014-139619,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-139787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-139948,0,0,0,7.904,7.904,0,0,0,0,0,0,0,0,0,0
CA-2014-140088,0,0,0,0,301.96,0,0,0,0,0,0,0,0,0,0
CA-2014-140627,0,0,0,69.48,303.32,0,0,0,0,0,0,0,0,0,0
CA-2014-140872,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-141446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-141614,0,0,0,0,0,0,0,0,0,20.736,0,0,0,0,0
CA-2014-142090,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-142671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-143567,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-143756,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-143861,0,0,0,17.088,17.088,0,0,0,0,0,0,0,0,0,0
CA-2014-144365,0,0,0,11.68,11.68,0,0,0,0,0,0,0,0,0,0
CA-2014-144456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-144498,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-144694,0,0,0,0,253.824,0,0,0,0,0,0,0,0,0,0
CA-2014-145275,0,0,0,14.94,14.94,0,0,0,0,0,0,0,0,0,0
CA-2014-145310,0,0,0,0,7.824,0,0,0,0,0,0,0,0,0,0
CA-2014-145702,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-145737,0,0,0,69.48,163.96,0,0,0,0,0,0,0,0,0,0
CA-2014-146136,0,0,0,24.448,24.448,0,0,0,0,0,0,0,0,0,0
CA-2014-146192,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-146458,0,0,0,0,22.96,0,0,0,0,0,0,0,0,0,0
CA-2014-146535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-146983,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-147228,0,0,0,69.48,458.984,0,0,0,0,0,0,0,0,0,0
CA-2014-147333,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-147361,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-147760,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-148166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-148404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-148474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-148810,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-148922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-148999,0,0,0,69.48,419.136,0,0,0,0,0,0,0,0,0,0
CA-2014-149146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-149853,0,0,0,33.472,33.472,0,0,0,0,0,0,0,0,0,0
CA-2014-150910,0,0,0,69.48,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-150931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-151211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-151218,0,0,0,0,4.464,0,0,0,0,0,0,0,0,0,0
CA-2014-151855,0,0,0,0,0,0,0,0,0,39.252,0,0,0,0,0
CA-2014-152786,0,0,0,40.41,40.41,0,0,0,0,0,0,0,0,0,0
CA-2014-152968,0,0,0,23.08,23.08,0,0,0,0,0,0,0,0,0,0
CA-2014-153339,0,0,0,0,0,0,0,0,0,15.992,0,0,0,0,0
CA-2014-153654,0,0,0,0,0,0,0,0,0,19.008,0,0,0,0,0
CA-2014-154088,0,0,0,26.72,26.72,0,0,0,0,0,0,0,0,0,0
CA-2014-154123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-154816,0,0,0,0,0,0,0,0,0,5.78,0,0,0,0,0
CA-2014-155089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-155159,0,0,0,0,48.87,0,0,0,0,0,0,0,0,0,0
CA-2014-155292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-155698,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-155705,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-155824,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-156272,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-156769,0,0,0,0,54.66,0,0,0,0,0,0,0,0,0,0
CA-2014-157854,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-157931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-158386,0,0,0,69.48,124.75,0,0,0,0,0,0,0,0,0,0
CA-2014-158407,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-158561,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-158729,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-158743,0,0,0,69.48,199.17,0,0,0,0,0,0,0,0,0,0
CA-2014-158883,0,0,0,0,25.344,0,0,0,0,0,0,0,0,0,0
CA-2014-158967,0,0,0,0,19.104,0,0,0,0,0,0,0,0,0,0
CA-2014-159100,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-159135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-159464,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-159667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-159954,0,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0
CA-2014-160017,0,0,0,0,0,0,0,0,0,10.368,0,0,0,0,0
CA-2014-160423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-160458,0,0,0,0,25.92,0,0,0,0,0,0,0,0,0,0
CA-2014-160724,0,0,0,0,0,0,0,0,0,34.5,0,0,0,0,0
CA-2014-160899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-161046,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-161053,0,0,0,0,479.625,0,0,0,0,0,0,0,0,0,0
CA-2014-161088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CA-2014-161130,0,0,0,0,0,0,0,0,0,43.38,0,0,0,0,0
CA-2014-161200,0,0,0,0,161.14,0,0,0,0,0,0,0,0,0,0
CA-2014-161592,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0
CA-2014-161851,0,0,0,0,0,0,0,0,0,15.57,0,0,0,0,0
CA-2014-161970,0,0,0,30.9,30.9,0,0,0,0,0,0,0,0,0,0
